School Code,School Name,Address,Pincode,Block Code,District Code
76020,"PROJECT GIRLS H/S CHAND, KAIMUR",,,1446,76
76021,"SANT SABIR HIGH SCHOOL BIUR, KAIMUR",,,1446,76
76022,"GOVT SC RESIDENTIAL H/S BHABUA, KAIMUR",,,1446,76
76023,"GOVT S T R H/S BARGAON KHURD, KAIMUR",,,1446,76
76024,"INDRASAN PROJECT GIRLS H/S JAGARIA, KAIMUR",,,1446,76
76025,"GOVT ST RESIDENTIAL H/S DEORI, KAIMUR",,,1446,76
76027,"SRI R K HIGH SCHOOL CHITADHI, KAIMUR",,,1446,76
76028,"S B HIGH SCHOOL MOHANIA, KAIMUR",,,1446,76
76029,"SEWA NIKETAN HIGH SCHOOL BARAHULI, KAIMUR",,,1446,76
76030,"SHRI KRISHNA HIGH SCHOOL MUJAN, KAIMUR",,,1446,76
76031,"ADARSH HIGH SCHOOL BARHUPAR, KAIMUR",,,1446,76
76032,"SRI J C ADARSH H/S CHAURASIA, KAIMUR",,,1446,76
76033,"HIGH SCHOOL RAMGARH, KAIMUR",,,1446,76
76034,"N B H/S RAJENDRA NAGAR DEOHALIA, KAIMUR",,,1446,76
76035,"SARVODAY HIGH SCHOOL GURIAN, KAIMUR",,,1446,76
76036,"RAMAYAN RAI H/S BANKA BAHUARA, KAIMUR",,,1446,76
76037,"JAISWAL HIGH SCHOOL NOAN, KAIMUR",,,1446,76
76038,"HIGH SCHOOL DHANECHHA, KAIMUR",,,1446,76
76039,"H/S KARNPURA DURGAWATI, KAIMUR",,,1446,76
76040,"HIGH SCHOOL CHHAVON, KAIMUR",,,1446,76
76041,"SHATRUHARAN HIGH SCHOOL KALYANPUR, KAIMUR",,,1446,76
76042,"JAG JIWAN HIGH SCHOOL MACHAKHIYA, KAIMUR",,,1446,76
76043,"HIGH SCHOOL JAHANABAD KUDRA, KAIMUR",,,1446,76
76044,"RAM JANKI GIRLS H/S SAKRIKUDRA, KAIMUR",,,1446,76
76045,"HIGH SCHOOL BASAHI BASAWAN, KAIMUR",,,1446,76
76046,"J L N H/S SEVAPURI FAKHARABAD, KAIMUR",,,1446,76
76047,"HIGH SCHOOL SISWAR, KAIMUR",,,1446,76
76048,"BAGHEL UCHCH VIDYA MANDIR GHATAON, KAIMUR",,,1446,76
76049,"ADARSH GIRLS HIGH SCHOOL RAMGARH, KAIMUR",,,1446,76
76050,"PROJECT SHANTI GIRLS H/S MOHANIA, KAIMUR",,,1446,76
76051,"GOVT S C RESI 10+2 SCHOOL KUDRA, KAIMUR",,,1446,76
76301,"UTKRAMIT M S KURASAN BHABHUA, KAIMUR",,,1446,76
76302,"UTKRAMIT M S KEWA JAGARIYA CHAINPUR, KAIMUR",,,1446,76
76303,"UTKRAMIT M S AWARIYA BAHERA KUDARA, KAIMUR",,,1446,76
76304,"UTKRAMIT M S KATARA KALA MOHANIA, KAIMUR",,,1446,76
76305,"UTKRAMIT M S KALANI SIJHUA RAMGARH, KAIMUR",,,1446,76
76306,UTKRAMIT MADHYAMIK SCHOOL DURGAWATI KAIMUR,,,1446,76
76307,"UTKRAMIT M S MIUN BHABHUA, KAIMUR",,,1446,76
76308,"UTKRAMIT M S PIYAN MAHUAT, BHABHUA, KAIMUR",,,1446,76
76309,"UTKRAMIT M S SIJHUA RAMGARH, KAIMUR",,,1446,76
76310,"UTKRAMIT M S UPARI ADIWAS, KAIMUR",,,1446,76
76311,"UTKRAMIT M S MUSHIYAN TERATH, KAIMUR",,,1446,76
76312,"UPGRAEDED M S NUAON MASAURHA, KAIMUR",,,1446,76
76313,"UTKRAMIT M S MEHSUAN KURASAN, KAIMUR",,,1446,76
76314,"UTKRAMIT M S MOHANDARWAN, KAIMUR",,,1446,76
76315,"UTKRAMIT MADHYAMIK SCHOOL DADARA BHAGWANPUR, KAIMUR",,,1446,76
76316,"UTKRAMIT M S CHOURI CHAND, KAIMUR",,,1446,76
76317,"UTTKRAMIT MADHYAMIK SCHOOL, BARDIHA CHAINPUR, KAIMUR",,,1446,76
76318,"UTKRAMIT M S LOHANDI RAMPUR, KAIMUR",,,1446,76
76319,"UTKRAMIT M S BAGHINI MOHANIYA, KAIMUR",,,1446,76
76320,"UTKRAMIT RAJKIYA M S BADWAKALA, ADHAURA, KAIMUR",,,1446,76
76321,"UTKRAMIT RAJKIYA M S BAHERA, ADHAURA, KAIMUR",,,1446,76
76322,"UTKRAMIT M S KANHANAR, ADHAURA, KAIMUR",,,1446,76
76323,"UTKRAMIT MADHYAMIK SCHOOL DAHAR, ADHAURA, KAIMUR",,,1446,76
76324,"UTKRAMIT MADHYAMIK SCHOOL AMAW, RAMPUR, KAIMUR",,,1446,76
76325,"UPGRADED (10+2) H S JAITPUR KALA, KAIMUR",,,1446,76
76326,"UTKRAMIT MADHYAMIK SCHOOL KATHEJ, MOHANIA, KAIMUR",,,1446,76
76327,"UTKRAMIT MADHYAMIK SCHOOL KOTA, NUAOW, KAIMUR",,,1446,76
76328,"UTKRAMIT MADHYAMIK SCHOOL NONAR, RAMGARDH, KAIMUR",,,1446,76
76329,"UTKRAMIT M S DUMAR KONA, CHIANPUR, KAIMUR",,,1446,76
76330,"UTKRAMIT MADHYAMIK SCHOOL DADAR, MOHANIA, KAIMUR",,,1446,76
76331,"UTKRAMIT MADHYAMIK SCHOOL GOARAR, DURGAWATI, KAIMUR",,,1446,76
76332,"UTKRAMIT MADHYAMIK SCHOOL BHARKHAR, MOHANIA, KAIMUR",,,1446,76
76333,"UTKRAMIT MADHYAMIK SCHOOL BADHAUNA, CHAINPUR, KAIMUR",,,1446,76
76334,"UTKRAMIT MADHYAMIK SCHOOL CHAFANA, ADHAURA, KAIMUR",,,1446,76
76335,"UTKRAMIT MADHYAMIK SCHOOL AMETH, MOHANIA, KAIMUR",,,1446,76
76336,"UTKRAMIT UCHCH M SCH NEW KOLHUA,ADHAURA, KAIMUR",,,1446,76
76337,"UTKRAMIT MADHYAMIK SCHOOL KASER, BHAGWANPUR, KAIMUR",,,1446,76
76338,"UTKRAMIT MADHYAMIK SCHOOL BHARARI, CHAND, KAIMUR",,,1446,76
76339,"UTKRAMIT MADHYAMIK SCHOOL SINGHI, BHAGWANPUR, KAIMUR",,,1446,76
76340,"UTKRAMIT MADHYAMIK SCHOOL BHEKASH, BHABHUA, KAIMUR",,,1446,76
76341,"UTKRAMIT MADHYAMIK SCHOOL, BAHUAN, BHABHUA, KAIMUR",,,1446,76
76342,"UTKRAMIT MADHYAMIK SCHOOL, KUKUDHI, BHABHUA, KAIMUR",,,1446,76
76343,"UTKRAMIT MADHYAMIK SCHOOL, KHANETHI, BHABHUA, KAIMUR",,,1446,76
76344,"UTKRAMIT MADHYAMIK SCHOOL, BHUIPHOR, ADHAURA, KAIMUR",,,1446,76
76345,"UTKRAMIT MADHYAMIK SCHOOL, AKOLHI, NUAON, KAIMUR",,,1446,76
76346,"UTKRAMIT MADHYAMIK SCHOOL, JIGINA, CHAND, KAIMUR",,,1446,76
76347,"UTKRAMIT MADHYAMIK SCHOOL, MERDH, CHAINPUR, KAIMUR",,,1446,76
76348,"UTKRAMIT MADHYAMIK SCHOOL, KHARHANA, KUDRA, KAIMUR",,,1446,76
76350,"UTKRAMIT MADHYAMIK SCHOOL, AHINAURA, MOHANIYA, KAIMUR",,,1446,76
76351,"UTKRAMIT MADHYAMIK SCHOOL, SUHAWAL, CHAINPUR, KAIMUR",,,1446,76
76352,"UTKRAMIT MADHYAMIK SCHOOL, SIRSHI , CHAINPUR, KAIMUR",,,1446,76
76353,"UTKRAMIT MADHYAMIK SCHOOL, KHARIGANWA , CHAINPUR, KAIMUR",,,1446,76
76354,"UTKRAMIT MADHYAMIK SCHOOL, SABAR, RAMPUR, KAIMUR",,,1446,76
76355,"UTKRAMIT MADHYAMIK SCHOOL, PUNAW, RAMPUR, KAIMUR",,,1446,76
76356,"UTKRAMIT MADHYAMIK SCHOOL, KASTHARI, DURGAWATI, KAIMUR",,,1446,76
76357,"UTKRAMIT URDU MADHYAMIC VIDYALAYA, DUMRI",,,1446,76
76358,"UTKRAMIT MADHYA VIDYALAYA,,SHIYAPOKHAR",,,1446,76
76359,"      U.H.S KUDARI,DURGAWATI",,,1446,76
76360,"U.H.S CHHOTKA KATRA MOHANIA, KAIMUR",,,1446,76
76361," U.H.S  BITARI BAGH, RAMPUR",,,1446,76
76362,"     U.H.S SADULAHPUR, RAMGARH",,,1446,76
76363,"U.H.S BAIJNATH, RAMGARH",,,1446,76
76364,"  U.H.S BAGADI, RAMGARH",,,1446,76
76365," U.H.S SAITHA, BHABUA",,,1446,76
76366,"U.H.S DENWAN, BHABUA",,,1446,76
76367,"     U.H.S DANIYAWA, BHABUA",,,1446,76
76368,"    U.H.S KOHARI, BHABUA",,,1446,76
76369,"  U.H.S BIURI, CHAN",,,1446,76
76370,"    U.H.S SIRHIRA, CHAND",,,1446,76
76371,"   U.H.S PAHRECHAA,CHAND",,,1446,76
76372,"     U.H.S BHLUHARI,CHAND",,,1446,76
76373,"     U.H.S TOHI,BHAGWANPUR",,,1446,76
76374,"   U.H.S PHRIYA,BHAGWANPUR",,,1446,76
76375,"  U.H.S RAMGARH,BHAGWANPUR",,,1446,76
76376,"      U.H.S ESIYA, CHAINPUR",,,1446,76
76377,"  U.H.S MAJHIGAWA,CHAINPUR",,,1446,76
76378," U.H.S ISAPUR , CHAINPUR",,,1446,76
76379,"U.H.S KARJEE, CHAINPUR",,,1446,76
76382,"    U.H.S DEVKALI,MOHNIYA",,,1446,76
76383,"   U.H.S MHOR,MOHNIYA",,,1446,76
76384,"     U.H.S HARDASPUR,KUDRA",,,1446,76
76385,"    U.H.S KETHBI,KUDRA",,,1446,76
76386,"      U.H.S SALTHUA,KUDRA",,,1446,76
76387," U.H.S MAHUAR,RAMGARH",,,1446,76
76388,"       U.H.S SHUKA,RAMGARH",,,1446,76
76389,"     U.H.S NARHAN,RAMGARH",,,1446,76
76390,"   U.H.S CHINTAMNPUR,NUAWO",,,1446,76
76391," U.H.S PURANIKORT,NUAWO",,,1446,76
76392," U.H.S KONHAR,NUAWO",,,1446,76
76501,"MANIBEN PATEL BALIKA H/S AKHLASPUR BHABHUA, KAIMUR",,,1446,76
76502,GIRL'S H/S RAJENDRA NAGAR DEOHALIA KAIMUR,,,1446,76
76503,POINT EDUCATION H/S MOHANIA KAIMUR,,,1446,76
76504,"J C H/S KHAJHARA BAHADURA, KAIMUR",,,1446,76
76505,"SHRI BAJRANG BALI H/S KHAJURA BHAGAWANPUR KAI, KAIMUR",,,1446,76
76506,"SHRI MAHAVEER H/S BARKAGAON, KAIMUR",,,1446,76
76507,"B K BALIKA H/S DEORADH KALA KUDRA, KAIMUR",,,1446,76
76508,"NAVJADIK SINGH KANYA H/S PHULLY, KAIMUR",,,1446,76
76509,"BHAGMANI GIRL'S H/S PACHARA, KAIMUR",,,1446,76
76510,"ANISHI H/S SHIVRAMPUR, KAIMUR",,,1446,76
76511,"BHAGWAT H/S BUDDH NAGAR BAMHOUR MOHANIA, KAIMUR",,,1446,76
76701,"PRASTABIT DURGWATI KANYA U M S KALYANPUR, KAIMUR",,,1446,76
76702,SHIKSHA YATAN BAURARA H S BAURARA KAIMUR,,,1446,76
81001,"GIRLS HIGH SCHOOL SHREEPUR, GAYA",,,1487,81
81002,"JAY PRAKASH HIGH SCHOOL KURKIHAR, GAYA",,,1487,81
81003,HIGH SCHOOL PAIBIGHA GAYA,,,1487,81
81004,NAGARJUN HIGH SCHOOL PANARI GAYA,,,1487,81
81005,URDU GIRLS H/S MAROOFGANJ GAYA,,,1487,81
81006,HIGH SCHOOL BALAPUR GAYA,,,1487,81
81008,HARIDAS SEMINARY GAYA,,,1487,81
81009,M U CAMPUS HIGH SCHOOL BODH GAYA,,,1487,81
81010,JANTA HIGH SCHOOL KORIYAWAN GAYA,,,1487,81
81011,R C S B B GIRLS HIGH SCHOOL GAYA,,,1487,81
81012,"AWADH KISHORE HIGH SCHOOL KANTI, GAYA",,,1487,81
81013,BRIJ BIHARI H/S BADAUAN GAYA,,,1487,81
81014,JANTA HIGH SCHOOL KARPI GAYA,,,1487,81
81015,MARWARI HIGH SCHOOL GAYA,,,1487,81
81016,MANPUR HIGH SCHOOL GAYA,,,1487,81
81017,"SRI ACHUTANAND ADARSH H/S KHAJWATI, GAYA",,,1487,81
81018,QUASIMI HIGH SCHOOL GAYA,,,1487,81
81019,ZILA SCHOOL GAYA,,,1487,81
81020,KEDAR NATH HIGH SCHOOL TARWAN GAYA,,,1487,81
81021,"RAJAJEE HIGH SCHOOL KEORI, GAYA",,,1487,81
81022,"HIGH SCHOOL KORMATHU, GAYA",,,1487,81
81023,AZAD HIGH SCHOOL CHAKAND GAYA,,,1487,81
81024,HADI HASHMI HIGH SCHOOL GAYA,,,1487,81
81025,HIGH SCHOOL KHURAR GAYA,,,1487,81
81027,KISAN HIGH SCHOOL MADARDIH GAYA,,,1487,81
81028,GOVT SC RESDT H/S MATIHANI GAYA,,,1487,81
81029,ANUGRAH KANYA UCHCH VIDYALAYA GAYA,,,1487,81
81030,AGARWAL HIGH SCHOOL BELAGANJ GAYA,,,1487,81
81031,SATYAWANTI H/S KARISOWA GAYA,,,1487,81
81032,RAMESHWAR PD H/S BELAGANJ GAYA,,,1487,81
81033,"SMT SURAT KUNWAR H/S BELHARI, GAYA",,,1487,81
81034,"GOVT HIGH SCHOOL GAYA NAVASTHAPIT, GAYA",,,1487,81
81035,PROJECT GIRLS HIGH SCHOOL BODH GAYA,,,1487,81
81036,G S M KANYA H/S JAIL PRESS GAYA,,,1487,81
81037,"HIGH SCHOOL MAKSUDPUR, GAYA",,,1487,81
81038,B N HIGH SCHOOL AGANDA SHAHPUR GAYA,,,1487,81
81039,"PROJECT KANYA HIGH SCHOOL FATEHPUR, GAYA",,,1487,81
81040,HIGH SCHOOL SAKARDAS NAWADAH GAYA,,,1487,81
81041,KISAN HIGH SCHOOL BAGDAHA GAYA,,,1487,81
81042,RAM RUCHI BALIKA HIGH SCHOOL GAYA,,,1487,81
81043,CHANDRA SHEKHAR HIGH SCHOOL GAYA,,,1487,81
81044,GOVT GIRLS HIGH SCHOOL GAYA,,,1487,81
81045,S R HIGH SCHOOL WAZIRGANJ GAYA,,,1487,81
81046,"LILA MAHTO SMARAK H/S SOHAIPUR, GAYA",,,1487,81
81047,HIGH SCHOOL CHANDAUTI GAYA,,,1487,81
81048,HARAN CHANDRA HIGH SCHOOL GAYA,,,1487,81
81049,HIGH SCHOOL RASALPUR MANPUR GAYA,,,1487,81
81050,R R ASHOK H/S KHAR KHURA GAYA,,,1487,81
81051,MAGADH HIGH SCHOOL SONAUT GAYA,,,1487,81
81052,BARDA HIGH SCHOOL GAYA,,,1487,81
81053,HIGH SCHOOL BODH GAYA,,,1487,81
81054,"RAM SAHAY HIGH SCHOOL FATEHPUR, GAYA",,,1487,81
81055,JAGGU LAL MEHTA H/S KUJAPI GAYA,,,1487,81
81056,HIGH SCHOOL CHAKAND GAYA,,,1487,81
81057,NEW HIGH SCHOOL CHAND CHAURA GAYA,,,1487,81
81058,GAYA HIGH SCHOOL GAYA,,,1487,81
81059,HIGH SCHOOL KARIYADPUR GAYA,,,1487,81
81060,SHYAM BABU H/S SANYAS ASHRAM GAYA,,,1487,81
81061,"CHERKI HIGH SCHOOL CHERKI, GAYA",,,1487,81
81062,MAHAVIR INTER COLLEGE GAYA,,,1487,81
81063,HIGH SCHOOL NANOUK GAYA,,,1487,81
81064,"MAGADH HIGH SCHOOL KAJOOR, GAYA",,,1487,81
81065,T MODEL INTER SCHOOL GAYA,,,1487,81
81066,S S R B HIGH SCHOOL TANKUPPA GAYA,,,1487,81
81067,SHAHEED HIGH SCHOOL GAYA,,,1487,81
81068,G YADAV H/S BAKHARI NAUDIHA GAYA,,,1487,81
81069,BACKWARD CLASS GIRLS RES H/S GAYA,,,1487,81
81070,PROJECT GIRLS H/S WAZIRGANJ GAYA,,,1487,81
81071,"S LAL V PRO KANYA H S MANPUR, GAYA",,,1487,81
81072,ANTI HIGH SCHOOL ANTI GAYA,,,1487,81
81073,"S V HIGH SCHOOL MAKHDUMPUR, GAYA",,,1487,81
81074,T M N S HIGH SCHOOL TEKARI GAYA,,,1487,81
81075,"PROJECT GIRLS HIGH SCHOOL KONCH, GAYA",,,1487,81
81076,GANDHI HIGH SCHOOL KONCH GAYA,,,1487,81
81077,"HIGH SCHOOL SARVODAY NAGAR KHANETOO, GAYA",,,1487,81
81078,"S D D HIGH SCHOOL KESPA, GAYA",,,1487,81
81079,HIGH SCHOOL ARK DHIBARIA GAYA,,,1487,81
81080,"JANTA HIGH SCHOOL MOW, GAYA",,,1487,81
81081,R K UCHCH VIDYALAYA SINDUARI GAYA,,,1487,81
81082,"HIGH SCHOOL JAGATI BARDIHA, GAYA",,,1487,81
81083,"PRAKASH VIDYA MANDIR TEKARI, GAYA",,,1487,81
81084,"BALIKA UCHCH VIDYALAY TEKARI, GAYA",,,1487,81
81085,"HIGH SCHOOL DEOKALI GURARU, GAYA",,,1487,81
81086,S B S HIGH SCHOOL ISMAIL PUR GAYA,,,1487,81
81087,"S V VIDYA MANDIR HIGH SCHOOL GURARU, GAYA",,,1487,81
81088,HIGH SCHOOL PARAIYA GAYA,,,1487,81
81089,"SAMTA H/S KRANTI NAGAR GURARU, GAYA",,,1487,81
81090,"T R INTER SCHOOL TEKARI, GAYA",,,1487,81
81091,"ASHOK HIGH SCHOOL PARAIYA, GAYA",,,1487,81
81092,PROJECT GIRLS H/S PARAIYA GAYA,,,1487,81
81093,"SAHDEO H S KAMALPUR, GAYA",,,1487,81
81094,PROJECT GIRLS HIGH SCHOOL DUMRIA GAYA,,,1487,81
81095,"GOVT S C RESIDENTIAL H/S SHERGHATI, GAYA",,,1487,81
81096,A N S HIGH SCHOOL SUGGI GAYA,,,1487,81
81097,"HIGH SCHOOL AMARUT, GAYA",,,1487,81
81098,PROJECT INDIRA GANDHI GIRLS H/S GURUA GAYA,,,1487,81
81099,HIGH SCHOOL AMAS GAYA,,,1487,81
81100,HIGH SCHOOL MOHANPUR GAYA,,,1487,81
81101,"U N V HIGH SCHOOL SIMARU, GAYA",,,1487,81
81102,"GOVT SC RESIDENTIAL H/S MANFAR, GAYA",,,1487,81
81103,"S S HIGH SCHOOL SULEBATTA, GAYA",,,1487,81
81104,HIGH SCHOOL MAIGRA GAYA,,,1487,81
81105,J H/S JURI BANKEY BAZAR GAYA,,,1487,81
81106,PUBLIC HIGH SCHOOL RANIGANJ GAYA,,,1487,81
81107,HIGH SCHOOL BUMUAR GAYA,,,1487,81
81108,"G B HIGH SCHOOL JAGLAL NAGAR, GAYA",,,1487,81
81109,HIGH SCHOOL GURUA GAYA,,,1487,81
81110,J R G H/S KUSHA BIJA DOBHI GAYA,,,1487,81
81111,PROJECT GIRLS H/S BARACHATTI GAYA,,,1487,81
81112,"R L HIGH SCHOOL SHERGHATI, GAYA",,,1487,81
81113,"HIGH SCHOOL BHARAUNDHA, GAYA",,,1487,81
81114,"S S HIGH SCHOOL BARACHATTI, GAYA",,,1487,81
81115,"J HIGH SCHOOL DUMARIA, GAYA",,,1487,81
81116,"PROJECT KANYA HIGH SCHOOL SHERGHATI, GAYA",,,1487,81
81117,SRI A N S HIGH SCHOOL SAGAHI GAYA,,,1487,81
81118,"PROJECT KANYA H S AMAS, GAYA",,,1487,81
81119,JANTA HIGH SCHOOL MAKHDUMPUR GAYA,,,1487,81
81120,"PROJECT SHIVA KANYA H/S KHIZERSARAI, GAYA",,,1487,81
81121,YASHWANT H/S KHIZERSARAI GAYA,,,1487,81
81122,"S J C HIGH SCHOOL TETUA, GAYA",,,1487,81
81123,BALDEO HIGH SCHOOL NAILLY GAYA,,,1487,81
81124,"PROJECT GIRLS HIGH SCHOOL TETUA, GAYA",,,1487,81
81125,M K G HIGH SCHOOL SHEOTAR GAYA,,,1487,81
81126,"RAMPYARI HIGH SCHOOL CHIRAILY, GAYA",,,1487,81
81127,"GULABCHAND H/S GOVINDPUR BAIRKA, GAYA",,,1487,81
81128,ADARSH H/S KHUDAI SARBAHDA GAYA,,,1487,81
81129,"SARVODAY HIGH SCHOOL SIRHDUNDI CHAK, GAYA",,,1487,81
81130,T R R H/S BELA ATARI GAYA,,,1487,81
81131,PUNIT H/S BHAIYA BIGHA UPTHOO GAYA,,,1487,81
81132,G C J H/S NIMCHAK BATHANI GAYA,,,1487,81
81133,GOVT HIGH SCHOOL JETHIYAN GAYA,,,1487,81
81134,PROJ KANYA H/S MOHANPUR GAYA,,,1487,81
81135,PROJECT GIRL'S HIGH SCHOOL IMAMGANJ GAYA,,,1487,81
81301,"UTKRAMIT M S ADAMPUR KORAMA KHIJRISARIA, GAYA",,,1487,81
81302,"UTKRAMIT M S DHANGAIN BARACHATTI, GAYA",,,1487,81
81303,"UTKRAMIT M S AMKOLA MOHANPUR, GAYA",,,1487,81
81304,"UTKRAMIT M S CHURI NAGAR, GAYA",,,1487,81
81305,UTKRAMIT M S AMJHAR BELAGANJ GAYA,,,1487,81
81306,UTKRAMIT M S BIRHUT KUMAWAR BODHGAYA,,,1487,81
81307,UTKRAMIT M S BAPUGRAM GAYA,,,1487,81
81308,"UTKRAMIT M S CHANSI PALUHARA GURUA, GAYA",,,1487,81
81309,"UTKRAMIT URDU M S KOTHI IMMAM GANJ, GAYA",,,1487,81
81310,"UTKRAMIT M S PIRASIN, DOBHI, GAYA",,,1487,81
81311,"UTKRAMIT M S DIGGHI KONCH, GAYA",,,1487,81
81312,"UTKRAMIT M S TAPA PHATEHPUR NEPA TIKARI, GAYA",,,1487,81
81313,"UTKRAMIT M S PALE MEHURET WAJIRGANJ, GAYA",,,1487,81
81315,"UTKRAMIT M S KARUBIGHA BATHANI, GAYA",,,1487,81
81316,"UTKRAMIT M S SONAS RONIYA KHIZERSARAI, GAYA",,,1487,81
81317,"UPGRADED M S BARWADIH BARA CHATTI, GAYA",,,1487,81
81318,"UTKRAMIT M S CHIRALA BELAGANJ, GAYA",,,1487,81
81319,UTKRAMIT M S MORATAL BODHGAYA,,,1487,81
81320,UTKRAMIT M S TITOIYA KANHAUL BODHGAYA,,,1487,81
81321,UTKRAMIT M S BATASPUR BODHGAYA,,,1487,81
81322,UTKRAMIT M S GOPHA KALA GOPHA BODHGAYA,,,1487,81
81323,"UTKRAMIT M S UTALIBARA TANKUPPA, GAYA",,,1487,81
81324,"UTKRAMIT M S GAJADHARPUR TANKUPPA, GAYA",,,1487,81
81325,"UTKRAMIT M S KHAJURI NAUDHIHA SULTANPUR, GAYA",,,1487,81
81326,"UTKRAMIT M S NAGWA FATEHPUR, GAYA",,,1487,81
81327,"UTKRAMIT M S MANJHAR PAHRA GURARU, GAYA",,,1487,81
81328,"UTKRAMIT M S BHANGIYA DUMARIYA, GAYA",,,1487,81
81329,"UTKRAMIT M S KARSANKALA SIDHPUR IMAMGANJ, GAYA",,,1487,81
81330,"UTKRAMIT M S SALIYA IMAMGANJ, GAYA",,,1487,81
81331,"UTKRAMIT M S NAUDIHA IMAMGANJ, GAYA",,,1487,81
81332,"UTKRAMIT M S UJIYAR BAHERA, GAYA",,,1487,81
81333,"UTKRAMIT M S SADIPUR MANPUR, GAYA",,,1487,81
81334,"UTKRAMIT M S KAIYA MANPUR, GAYA",,,1487,81
81335,"UTKRAMIT M S BALIYARI, GAYA",,,1487,81
81336,"UTKRAMIT M S NAKNUPPA GOPALPUR SHEGHATTY, GAYA",,,1487,81
81337,"UTKRAMIT M S UR. BISHNUPUR, CHAITA, TEKARI, GAYA",,,1487,81
81338,"UTKRAMIT M S GORIBIGHA KORAP KONCH, GAYA",,,1487,81
81339,"UTKRAMIT M S AHIYAPUR KURMAWAN KONCH, GAYA",,,1487,81
81340,"UTTKRAMIT H S SHYAM NAGAR NEEMA, GAYA",,,1487,81
81341,"UTTKRAMIT H S KHAJURIA, GAYA",,,1487,81
81342,"UTTKRAMIT H S PARSAWAN KHURD, GAYA",,,1487,81
81343,"UTTKRAMIT H S BELAUTI, GAYA",,,1487,81
81344,"UTTKRAMIT H S SONDIHA, GAYA",,,1487,81
81345,"UTTKRAMIT H S BANDHUA, GAYA",,,1487,81
81346,"UTTKRAMIT H S ANGRA, GAYA",,,1487,81
81348,"UTTKRAMIT H S PUNAKLA, GAYA",,,1487,81
81349,"UTTKRAMIT H S NONI, GAYA",,,1487,81
81350,"UTTKRAMIT H S PATER, GAYA",,,1487,81
81351,"UTTKRAMIT H S BITHO, GAYA",,,1487,81
81353,"UTKRAMIT MADHYAMIK SCHOOL MAHKAR,, GAYA",,,1487,81
81354,"UTKRAMIT MADHYAMIK SCHOOL SARAITAND, GURUA, GAYA",,,1487,81
81355,"UTKRAMIT M S BAHERA CHOUBHAR, IMAMGANJ, GAYA",,,1487,81
81356,"UTKRAMIT MADHYAMIK SCHOOL DARBHANGA, IMAMGANJ, GAYA",,,1487,81
81357,"UTKRAMIT MADHYAMIK SCHOOL LUTUA, BANKEY BAZAR, GAYA",,,1487,81
81358,UTKRAMIT HIGH SCHOOL KEWALI NAGAR GAYA,,,1487,81
81359,"UTKRAMIT M S JETHUWADAHA, MOHANPUR, GAYA",,,1487,81
81360,"UTKRAMIT MADHYAMIK SCHOOL SHERPUR, GURUA, GAYA",,,1487,81
81361,"UTKRAMIT MADHYAMIK SCHOOL JAMARI, BODH GAYA",,,1487,81
81362,"UTKRAMIT MADHYAMIK SCHOOL GERE, MANPUR, GAYA",,,1487,81
81363,"UTKRAMIT MADHYAMIK SCHOOL BARHA, DUMARIA, GAYA",,,1487,81
81364,"UTKRAMIT MADHYAMIK SCHOOL VANSHI, IMAMGANJ, GAYA",,,1487,81
81365,"UTKRAMIT MADHYAMIK SCHOOL SHYAMKALA, AMAS, GAYA",,,1487,81
81366,"UTKRAMIT MADHYAMIK SCHOOL BHORE, MANPUR, GAYA",,,1487,81
81368,"UTKRAMIT MADHYAMIK SCHOOL PARPARIA, BODH GAYA",,,1487,81
81369,"UTKRAMIT MADHYAMIK SCHOOL VIRAJ, IMAMGANJ, GAYA",,,1487,81
81370,"UTKRAMIT M S JHIKTIAKALA, IMAMGANJ, GAYA",,,1487,81
81371,"UTKRAMIT M S UCHIRAMA, SHERGHATI, GAYA",,,1487,81
81373,"UTKRAMIT MADHYAMIK SCHOOL NAUDIHA, GURUA, GAYA",,,1487,81
81376,"UTKRAMIT M S NAUWAGARDH, TANKUPPA, GAYA",,,1487,81
81377,"UTKRAMIT MADHYAMIK SCHOOL KOARMA, NAGAR, GAYA",,,1487,81
81378,"UTKRAMIT MADHYAMIK SCHOOL KACHOURI, SHERGHATI, GAYA",,,1487,81
81379,"UTKRAMIT M S SALIYAKALA, FATHEHPUR, GAYA",,,1487,81
81380,"UTKRAMIT MADHYAMIK SCHOOL BHETAOURA, TANKUPPA, GAYA",,,1487,81
81381,"UTKRAMIT MADHYAMIK SCHOOL KHUDUWA, MOHANPUR, GAYA",,,1487,81
81382,"UTKRAMIT M S RAOUSHANGANJ, BANKE BAZAR, GAYA",,,1487,81
81383,"UTKRAMIT MADHYAMIK SCHOOL VIRHIMA, GURUA, GAYA",,,1487,81
81384,"UTKRAMIT MADHYAMIK SCHOOL SHEKHWARA, BODH, GAYA",,,1487,81
81385,"UTKRAMIT M S MOHANPUR, SHERGHATI, GAYA",,,1487,81
81386,"UTKRAMIT MADHYAMIK SCHOOL NIMA BUDHAUL, AMAS, GAYA",,,1487,81
81387,"UTKRAMIT MADHYAMIK SCHOOL DIWNIA, BARACHATTI, GAYA",,,1487,81
81388,"UTKRAMIT MADHYAMIK SCHOOL WASETA, IMAMGANJ, GAYA",,,1487,81
81389,"VILL-DHURWE P.S. NO.- 177, NAGAR, GAYA",,,1487,81
