School Code,School Name,District Name,Block Name
31325,"UTKRAMIT M S MAULTOLA SRIMATPUR GOPALICHAK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31326,"UTKRAMIT M S MAHADEV TIKAR SIKARPUR SIMANPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31327,"UTKRAMIT M S EKCHARI DIYARA PIRPAITI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31328,"UTKRAMIT M S LAXMIPUR BANDHUJAYRAM PIRPAINTI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31329,"UTKRAMIT M S BAKCHAPAR SARAUNI SHAHKUND, BHAGALPUR",BHAGALPUR,NARAYANPUR
31330,"UTKRAMIT M S KHAIRA SHAHKUND, BHAGALPUR",BHAGALPUR,NARAYANPUR
31331,"UTKRAMIT M S ABHARATANPUR KHANPUR SULTANGANJ, BHAGALPUR",BHAGALPUR,NARAYANPUR
31332,"UTKRAMIT M S KIRANPUR KARHARIYA SULTANGANJ, BHAGALPUR",BHAGALPUR,NARAYANPUR
31333,UTKRAMIT M S KISHANPUR BHAGALPUR,BHAGALPUR,NARAYANPUR
31334,UTKRAMIT M S POTHIYA BHAGALPUR,BHAGALPUR,NARAYANPUR
31335,UTKRAMIT M S GHANSHYAMCHAK BHAGALPUR,BHAGALPUR,NARAYANPUR
31336,UTKRAMIT M S KALGIGANJ BHAGALPUR,BHAGALPUR,NARAYANPUR
31337,UTKRAMIT M S DAYALPUR BHAGALPUR,BHAGALPUR,NARAYANPUR
31338,UTKRAMIT SK M S SIYAN BHAGALPUR,BHAGALPUR,NARAYANPUR
31339,UTKRAMIT M S TARCHHA BHAGALPUR,BHAGALPUR,NARAYANPUR
31340,UTKRAMIT M S KISHUNICHAK BHAGALPUR,BHAGALPUR,NARAYANPUR
31341,"UTKRAMIT MADHYAMIK SCHOOL ASIACHAK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31342,"UTKRAMIT MADHYAMIK SCHOOL BABUPUR, PIRPAITI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31343,"UTKRAMIT MADHYAMIK SCHOOL MAKANDPUR, GOPALPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31344,"UTKRAMIT M S VISHANPUR, NATHNAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31345,"UTKRAMIT M S VISHANPUR JICHCHO, GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31346,"UTKRAMIT MADHYAMIK SCHOOL RAYPUR, NARAYANPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31347,"UTKRAMIT MADHYAMIK SCHOOL SONUDIH, GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31348,"UTKRAMIT MADHYAMIK SCHOOL JAGATPUR, NAVGACHIA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31349,"UTKRAMIT M S BHAWANIPUR TOLA, RANGARA CHOUCK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31350,"UTKRAMIT MADHYAMIK SCHOOL MOHANPUR, GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31351,"UTKRAMIT UCHCHA M S BANIA,RANGARA CHOWK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31352,"UTKRAMIT MADHYAMIK SCHOOL ALALPUR, KHRIK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31353,"UTKRAMIT M S PACHGACHIA, GOPALPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31354,"UTKRAMIT M S TELAOUNDHA, SANHAULA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31355,"UTKRAMIT MADHYAMIK SCHOOL KATORIA, KAHALGAOAN, BHAGALPUR",BHAGALPUR,NARAYANPUR
31356,"UTKRAMIT M S GANGAKARHARIA, GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31357,"UTKRAMIT MADHYAMIK SCHOOL BASANTPUR,PIRPAINTI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31358,"UTKRAMIT M S BASUDEVPUR, SAHKUNAD, BHAGALPUR",BHAGALPUR,NARAYANPUR
31359,"UTKRAMIT MADHYAMIK SCHOOL KHERPUR, NAVGACHIA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31361,"UTKRAMIT M S BAIJNATHPUR , SABAOUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31362,"UTKRAMIT MADHYAMIK SCHOOL THRWA, PIRPATI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31363,"UTKRAMIT M S BHAWANIPUR, NARAYANPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31364,"UTKRAMIT MADHYAMIK SCHOOL BAGARI, KHARIK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31365,"GIRLS UTKRAMIT M S MADHURAPUR, NARAYANPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31366,"UTKRAMIT M S BHANDARWAN, SAHKUNAD, BHAGALPUR",BHAGALPUR,NARAYANPUR
31367,"UTKRAMIT MADHYAMIK SCHOOL MUKTAPUR, GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31368,"UTKRAMIT MADHYAMIK SCHOOL RAMNAGAR, ISMAILPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31369,"U M SCH MOTI TOLA, ISMAILPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31370,"UTKRAMIT MADHYAMIK SCHOOL AULIYAWAD, BIHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31371,"UTKRAMIT MADHYAMIK SCHOOL KASHIL, GORADIH, BHAGALPUR",BHAGALPUR,NARAYANPUR
31373,"UTKRAMIT MADHYAMIK SCHOOL PASURAMPUR, PIRPATI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31374,"UTKRAMIT MADHYAMIK SCHOOL DIMHA, GOPALPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31375,"U.M.S. LOKMANPUR, KHARIK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31377,"U.M.S. SHALEMPUR SAINI, KAHALGAON, BHAGALPUR",BHAGALPUR,NARAYANPUR
31378,"U.M.S. TIRASHI, GOPALPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31379,"U.M.S. VIRBNNA, NARAYANPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31380,UTKARMIT HIGHER SECONDRY SCHOOL MIRJAPUR NARAYANPUR,BHAGALPUR,NARAYANPUR
31381,"U.M.S. ENGLISH, SABOUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31382,"U.M.S. BASKOLA KHALGOUN, BHAGALPUR",BHAGALPUR,NARAYANPUR
31383,"U.M.S. MADHUVAN TOLA, PIRPAINTI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31384,U.H.S.KANJHUYA  NATHNAGAR,BHAGALPUR,NARAYANPUR
31385,UTKARMIT HIGHER SCHOOL DUDHAILA NARAYANPUR,BHAGALPUR,NARAYANPUR
31386,"U.M.S. KRISHANDASPUR, KAHALGAON, BHAGALPUR",BHAGALPUR,NARAYANPUR
31387,"U.M.S. ISMAILPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31388,"U.M.S. LAGMAHAT, KAHALGAON, BHAGALPUR",BHAGALPUR,NARAYANPUR
31389,"U.M.S. TELGHI BALAK, KHARIK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31391,U.M.S.SRINAGAR,BHAGALPUR,NARAYANPUR
31392,"U.M.S. ROSHANPUR,BHAGALPUR",BHAGALPUR,NARAYANPUR
31393,"U.M.S. MATHURAPUR, NATHNAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31394,"U.M.S. DHRUVGANJ, KHARIK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31395,"U.M.S. BALAHA, NARAYANPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31396,"U.M.S. KHAIRPUR, KHARIK, BHAGALPUR",BHAGALPUR,NARAYANPUR
31397,"U.M.S. DHANPALTOLA, PIRPAINTI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31399,"U.M.S TELWARA,SANHAULA,BHAGALPUR",BHAGALPUR,NARAYANPUR
31402,U.M.S.DHAURI,BHAGALPUR,NARAYANPUR
31405,"U.M.S. AMMAPALI PIRPAITI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31406,"U.M.S. RAMASHI, SANHAULA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31407,"U.M.S. PURAINI, JAGDISHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31408,"U.M.S. AGARPUR, BIHPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31409,U.H. S.MAKANDPUR SHKUD,BHAGALPUR,NARAYANPUR
31501,HIGH SCHOOL HAZIPUR BHAGALPUR,BHAGALPUR,NARAYANPUR
31502,"RAMREKH TIWARI H/S BAKHARPUR PIRPANTI, BHAGALPUR",BHAGALPUR,NARAYANPUR
31503,"NUNUWATI MAYA GIRLS H/S SINGHIYA MAKANDPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31504,"SRI BHAGWAT SINGH H/S PANCHRUKHI BAZAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31505,"HIGH SCHOOL BAHADURPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31506,"N K SINGH BHAGWATI DEVI GIRLS H/S BHALSAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31507,"MAHRAJA H/S SADIPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31508,"SRI CHANDRADAYAL THAKUR GIRLS'S H/S SANHOULA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31509,TILKA MANJHI GIRL'S H/S BHAGALPUR,BHAGALPUR,NARAYANPUR
31510,VISHWA VIDYALAYA BAL NIKETAN BHAGALPUR,BHAGALPUR,NARAYANPUR
31511,"PRABHU NARAYAN RABINDRA H/S AVARASIDPUR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31514,"KANYA UCHCH VIDYALAYA MANOHARPUR NATHNAGAR, BHAGALPUR",BHAGALPUR,NARAYANPUR
31515,"SINGHU MANDAL GIRL'S H/S GHOGHA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31516,"SANT VINOBA H/S TINTANGA DIARA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31518,"SATYA NARAYAN H/S POTHIA, BHAGALPUR",BHAGALPUR,NARAYANPUR
31519,"BALIKA HIGH SCHOOL TELGHI, BHAGALPUR",BHAGALPUR,NARAYANPUR
32001,GOVT HIGH SCHOOL JETHOUR BANKA,BANKA,SHAMBHUGANJ
32002,"G N HIGH SCHOOL PIPRABHAG WATCHAK, BANKA",BANKA,SHAMBHUGANJ
32003,"HIGH SCHOOL DOMOKUMARPUR, BANKA",BANKA,SHAMBHUGANJ
32004,"PROJECT GIRLS HIGH SCHOOL CHANDAN, BANKA",BANKA,SHAMBHUGANJ
32005,"S N J N HIGH SCHOOL BELHAR, BANKA",BANKA,SHAMBHUGANJ
32006,HIGH SCHOOL ABHYUDAY NAGAR BANKA,BANKA,SHAMBHUGANJ
32007,"S S S K HIGH SCHOOL KURMADIH, BANKA",BANKA,SHAMBHUGANJ
32008,HIGH SCHOOL ATHMAHA BANKA,BANKA,SHAMBHUGANJ
32010,"HIGH SCHOOL BATSAR, BANKA",BANKA,SHAMBHUGANJ
32011,"R R HIGH SCHOOL PRATAPPUR, BANKA",BANKA,SHAMBHUGANJ
32012,"HIGH SCHOOL DHORAIYA, BANKA",BANKA,SHAMBHUGANJ
32013,"ANAND MARGA HIGH SCHOOL ANANDPUR, BANKA",BANKA,SHAMBHUGANJ
32014,HIGH SCHOOL SINGHNAN BANKA,BANKA,SHAMBHUGANJ
32015,"HIGH SCHOOL AMHARA KOTWALI, BANKA",BANKA,SHAMBHUGANJ
32016,"HIGH SCHOOL LAUGAIN AMARPUR, BANKA",BANKA,SHAMBHUGANJ
32017,"R B R HIGH SCHOOL PATHRA, BANKA",BANKA,SHAMBHUGANJ
32018,"HIGH SCHOOL BABHANGAMA, BANKA",BANKA,SHAMBHUGANJ
32019,"ANGYAVIDYA BHAWAN HIGH SCHOOL KASBA, BANKA",BANKA,SHAMBHUGANJ
32020,"NIRMALA GIRLS HIGH SCHOOL HARIMOHRA, BANKA",BANKA,SHAMBHUGANJ
32021,M D N HIGH SCHOOL DUMRAMA BANKA,BANKA,SHAMBHUGANJ
32022,"AZAD HIGH SCHOOL BISHANPUR, BANKA",BANKA,SHAMBHUGANJ
32023,"S G G HIGH SCHOOL BISHWASPUR, BANKA",BANKA,SHAMBHUGANJ
32024,"S S B S M G H/S SUIYAGHUTHIA, BANKA",BANKA,SHAMBHUGANJ
32025,HIGH SCHOOL BHARKO BANKA,BANKA,SHAMBHUGANJ
32026,"MADITA VIDYARTHI H/S BHARATSHILA, BANKA",BANKA,SHAMBHUGANJ
32027,ADARSH H/S PONKARIGARHI BANKA,BANKA,SHAMBHUGANJ
32028,M R D HIGH SCHOOL BANKA,BANKA,SHAMBHUGANJ
32029,C N D HIGH SCHOOL BOUNSI BANKA,BANKA,SHAMBHUGANJ
32030,"S L G P A H/S PATWA SRIPATHAR, BANKA",BANKA,SHAMBHUGANJ
32031,S N S HIGH SCHOOL MOHANPUR BANKA,BANKA,SHAMBHUGANJ
32032,"GIRLS HIGH SCHOOL KADRACHAK, BANKA",BANKA,SHAMBHUGANJ
32033,B N JHA HIGH SCHOOL KAMALPUR BANKA,BANKA,SHAMBHUGANJ
32034,"RAJPUR HIGH SCHOOL RAJPUR, BANKA",BANKA,SHAMBHUGANJ
32035,ADARSH BALIKA H/S AMARPUR BANKA,BANKA,SHAMBHUGANJ
32036,"HIGH SCHOOL BELDIHA, BANKA",BANKA,SHAMBHUGANJ
32037,"J P S HIGH SCHOOL GURUDWAR, BANKA",BANKA,SHAMBHUGANJ
32038,"S C C HIGH SCHOOL JABRA, BANKA",BANKA,SHAMBHUGANJ
32039,"DR HARIHAR CHOUDHARY HIGH SCHOOL BARAHAT, BANKA",BANKA,SHAMBHUGANJ
32040,"S S HIGH SCHOOL PANJWARA, BANKA",BANKA,SHAMBHUGANJ
32041,"H/S BALADEO ITAHARI FULLIDUMAR, BANKA",BANKA,SHAMBHUGANJ
32042,"CHANVE HIGH SCHOOL MANIYARPUR, BANKA",BANKA,SHAMBHUGANJ
32043,"HIGH SCHOOL MAHADEOPUR, BANKA",BANKA,SHAMBHUGANJ
32044,"A S S PROJECT GIRLS H/S KHARHARA, BANKA",BANKA,SHAMBHUGANJ
32045,R M K INTER SCHOOL BANKA,BANKA,SHAMBHUGANJ
32046,"RASHTRIYA HIGH SCHOOL DHOUNI, BANKA",BANKA,SHAMBHUGANJ
32047,"HIGH SCHOOL SAHABGANJ, BANKA",BANKA,SHAMBHUGANJ
32048,"HIGH SCHOOL UPRAMA, BANKA",BANKA,SHAMBHUGANJ
32049,"A K HIGH SCHOOL PARARIA, BANKA",BANKA,SHAMBHUGANJ
32050,"L M C K HIGH SCHOOL KHAIRA, BANKA",BANKA,SHAMBHUGANJ
32052,HIGH SCHOOL KHESAR BANKA,BANKA,SHAMBHUGANJ
32053,"SHRI DURGA HIGH SCHOOL SHAKTI NAGAR, BANKA",BANKA,SHAMBHUGANJ
32055,HIGH SCHOOL SALEMPUR BANKA,BANKA,SHAMBHUGANJ
32056,"C M S HIGH SCHOOL SHAHPUR, BANKA",BANKA,SHAMBHUGANJ
32057,S U V SARVODAY NAGAR BANKA,BANKA,SHAMBHUGANJ
32058,"RAJAT JAYANTI HIGH SCHOOL JOTHA, BANKA",BANKA,SHAMBHUGANJ
32059,"MLM NLM H/S CHANGERI MIRZAPUR, BANKA",BANKA,SHAMBHUGANJ
32060,"D A A HIGH SCHOOL SHAMBHUGANJ, BANKA",BANKA,SHAMBHUGANJ
32061,KAILASH MISHRA H/S JAIPUR BANKA,BANKA,SHAMBHUGANJ
32062,"HIGH SCHOOL KATORIA, BANKA",BANKA,SHAMBHUGANJ
32063,"PROJECT GIRLS HIGH SCHOOL KATORIA, BANKA",BANKA,SHAMBHUGANJ
32064,S G HIGH SCHOOL SABALPUR BANKA,BANKA,SHAMBHUGANJ
32065,LARAN H/S KATHBANGAON BABURA BANKA,BANKA,SHAMBHUGANJ
32066,"HIGH SCHOOL MARHIANATH, BANKA",BANKA,SHAMBHUGANJ
32067,"THAKUR RUDRESHWARI PD S H/S KAKWARA, BANKA",BANKA,SHAMBHUGANJ
32068,"SARVODAY HIGH SCHOOL GULNI KUSHAHA, BANKA",BANKA,SHAMBHUGANJ
32069,"ANUP DEVI GIRLS H/S KASBA, BANKA",BANKA,SHAMBHUGANJ
32070,S S GIRLS HIGH SCHOOL BANKA,BANKA,SHAMBHUGANJ
32071,M M K G HIGH SCHOOL CHANDAN BANKA,BANKA,SHAMBHUGANJ
32072,"TRIBHUWAN ACADEMY LAHORIAPAIR, BANKA",BANKA,SHAMBHUGANJ
32073,"HIGH SCHOOL NAWADA BAZAR, BANKA",BANKA,SHAMBHUGANJ
32074,"L N D BALIKA H S BAUNSI, BANKA",BANKA,SHAMBHUGANJ
32075,"PORJ BALIKA H S LAKHPURA, BANKA",BANKA,SHAMBHUGANJ
32076,GOVT AMBEDKAR GIRLS RES HIGH SCHOOL BANKA,BANKA,SHAMBHUGANJ
32301,"UTKRAMIT H S BHADARIA AMARPUR, BANKA",BANKA,SHAMBHUGANJ
32302,"UTKRAMIT H S RAJGHAT PARMANANDPUR SHAMBHUGANJ, BANKA",BANKA,SHAMBHUGANJ
32303,"UTKRAMIT M S SAHARNA BHURNA BARAHAAT, BANKA",BANKA,SHAMBHUGANJ
32304,"UTKRAMIT M S ASUDHA MUKUNDA CHANDAN, BANKA",BANKA,SHAMBHUGANJ
32305,"UTKRAMIT M S NAGEL BAHORANA BELHAR, BANKA",BANKA,SHAMBHUGANJ
32306,"UTKRAMIT M S BHATUACHAK SIJHAT BALIYAS, BANKA",BANKA,SHAMBHUGANJ
32307,"UTKRAMIT M S MANJHAGAON MANJHAGAONDARPA, BANKA",BANKA,SHAMBHUGANJ
32308,"UTKRAMIT M S VISHANPUR SANGA BAUSI, BANKA",BANKA,SHAMBHUGANJ
32309,"UTKRAMIT M S BHORSAR BHELVA KARORIYA, BANKA",BANKA,SHAMBHUGANJ
32310,"UTKRAMIT M S SURIHARI AMARPUR, BANKA",BANKA,SHAMBHUGANJ
32311,"UPGRAEDED M S KUSUMJORI CHANDAN, BANKA",BANKA,SHAMBHUGANJ
32312,"UTKRAMIT M S HATIYADADHA BELHAR, BANKA",BANKA,SHAMBHUGANJ
32313,"UPGRAEDED M S JHARKHA DHORAIYA, BANKA",BANKA,SHAMBHUGANJ
32314,"NAV UTTKRAMIT H S CHAKMUNIA, BANKA",BANKA,SHAMBHUGANJ
32315,"NAV UTTKRAMIT H S KAIRI BAUNSI, BANKA",BANKA,SHAMBHUGANJ
32316,"NAV UTTKRAMIT H S BANK, BANKA",BANKA,SHAMBHUGANJ
32317,"NAV UTTKRAMIT H S PATHADDA, BANKA",BANKA,SHAMBHUGANJ
32318,"UTKRAMIT MADHYAMIK SCHOOL HASIYA, BANKA",BANKA,SHAMBHUGANJ
32319,"UTKRAMIT MADHYAMIK SCHOOL BHAVAN, BANKA",BANKA,SHAMBHUGANJ
32320,"UTKRAMIT MADHYAMIK SCHOOL KORIYA, BANKA",BANKA,SHAMBHUGANJ
32321,"UTKRAMIT MADHYAMIK SCHOOL KENDWAR, BANKA",BANKA,SHAMBHUGANJ
32322,"UTKRAMIT MADHYAMIK SCHOOL PHAGA, BANKA",BANKA,SHAMBHUGANJ
32323,"UTKRAMIT MADHYAMIK SCHOOL MADARI, BANKA",BANKA,SHAMBHUGANJ
32324,"UTKRAMIT MADHYAMIK SCHOOL MOCHANMA, BANKA",BANKA,SHAMBHUGANJ
32325,"UTKRAMIT MADHYAMIK SCHOOL JAMDAHA, BANKA",BANKA,SHAMBHUGANJ
32326,"UTKRAMIT MADHYAMIK SCHOOL UPAR CHAK MARHDIYA, BANKA",BANKA,SHAMBHUGANJ
32327,"UTKRAMIT MADHYAMIK SCHOOL DHEVERMOH, BANKA",BANKA,SHAMBHUGANJ
32328,"UTKRAMIT MADHYAMIK SCHOOL LILA WARAN, BANKA",BANKA,SHAMBHUGANJ
32329,"UTKRAMIT MADHYAMIK SCHOOL KERWAR, BANKA",BANKA,SHAMBHUGANJ
32330,"UTKRAMIT MADHYAMIK SCHOOL BURHAWA BATHAN, BANKA",BANKA,SHAMBHUGANJ
32331,"UTKRAMIT MADHYAMIK SCHOOL DARSHNIYA, BANKA",BANKA,SHAMBHUGANJ
32332,"UTKRAMIT MADHYAMIK SCHOOL BOUNKA, BANKA",BANKA,SHAMBHUGANJ
32333,"UTKRAMIT MADHYAMIK SCHOOL CHARIYA, BANKA",BANKA,SHAMBHUGANJ
32334,"UTKRAMIT MADHYAMIK SCHOOL AMJORA, BANKA",BANKA,SHAMBHUGANJ
32335,"UTKRAMIT MADHYAMIK SCHOOL FULHARA, CHANDAN, BANKA",BANKA,SHAMBHUGANJ
32336,"UTKRAMIT M S BHORA BAZAR, CHANDAN, BANKA",BANKA,SHAMBHUGANJ
32337,"UTKRAMIT MADHYAMIK SCHOOL TENGARA, BELHAR, BANKA",BANKA,SHAMBHUGANJ
32338,"UTKRAMIT M S BELA BIJHARA, BELHAR, BANKA",BANKA,SHAMBHUGANJ
32339,"PROJ UTKRAMIT M S MAHUWA, BARAHAAT, BANKA",BANKA,SHAMBHUGANJ
32340,"UTKRAMIT H S KEDIA INARAWARAN, FULLIDUMAR, BANKA",BANKA,SHAMBHUGANJ
32341,"PROJ UTKRAMIT MADHYAMIK SCHOOL DHAWA KANYA, FULLIDUMAR, BANKA",BANKA,SHAMBHUGANJ
32342,"PROJ UTKRAMIT MADHYAMIK SCHOOL BABHANGAMA, BAUSI, BANKA",BANKA,SHAMBHUGANJ
32343,"PROJ UTKRAMIT M S ALIPUR DHANIA, RAJAUN, BANKA",BANKA,SHAMBHUGANJ
32344,"PROJ UTKRAMIT MADHYAMIK SCHOOL AMARPUR, BANKA",BANKA,SHAMBHUGANJ
32345,"UTKRAMIT MADHYAMIK SCHOOL LASKARI, RAJAUN, BANKA",BANKA,SHAMBHUGANJ
32346,"UTKRAMIT MADHYAMIK SCHOOL SRINAGAR, BELHAR, BANKA",BANKA,SHAMBHUGANJ
32347,"PROJ UTKRAMIT M S SAADPUR, FULLIDUMAR, BANKA",BANKA,SHAMBHUGANJ
32348,"PROJ UTKRAMIT M S MAINMA, AMARPUR, BANKA",BANKA,SHAMBHUGANJ
32349,"UTKRAMIT M SCH ASSI MAKAITA,DHORAIYA, BANKA",BANKA,SHAMBHUGANJ
32350,"UTKRAMIT M S DHANKUDIA, FULLIDUMAR, BANKA",BANKA,SHAMBHUGANJ
32351,"UTKRAMIT MADHYAMIK SCHOOL CHANDADIH, DHIRIEA, BANKA",BANKA,SHAMBHUGANJ
32352,"UTKRAMIT MADHYAMIK SCHOOL INARAWRAN, KATORIA, BANKA",BANKA,SHAMBHUGANJ
32353,"UTKRAMIT M S GARAIBPUR (URDU), AMARPUR, BANKA",BANKA,SHAMBHUGANJ
32354,"PROJ UTKRAMIT M S JHAPANIA, BAUSI, BANKA",BANKA,SHAMBHUGANJ
32355,"NEW UPGRADED HIGH SCHOOL CHHATAKURUM,KATORIA, BANKA",BANKA,SHAMBHUGANJ
32356,"UTKRAMIT MADHYAMIK SCHOOL MATHURAPUR, DHOURIA, BANKA",BANKA,SHAMBHUGANJ
32357,"UTKRAMIT MADHYAMIK SCHOOL AHIRO, BANKA",BANKA,SHAMBHUGANJ
32358,"UTKRAMIT MADHYAMIK SCHOOL CHALNA, BANKA",BANKA,SHAMBHUGANJ
32359,"UTKRAMIT MADHYAMIK SCHOOL TAHIRPUR, BANKA",BANKA,SHAMBHUGANJ
32360,"UTKRAMIT MADHYAMIK SCHOOL KURMA, BANKA",BANKA,SHAMBHUGANJ
32361,"UTKRAMIT MADHYAMIK SCHOOL SAGUNIA (URDU), BANKA",BANKA,SHAMBHUGANJ
32362,"UTKRAMIT MADHYAMIK SCHOOL LILAVARAN, BANKA",BANKA,SHAMBHUGANJ
32363,"UTKRAMIT MADHYAMIK SCHOOL GOKULA, BANKA",BANKA,SHAMBHUGANJ
32364,"UTKRAMIT MADHYAMIK SCHOOL FATIAPATHAR, BANKA",BANKA,SHAMBHUGANJ
32365,"UTKRAM1T MADHYAMIK SCHOOL KOLBUGURG, BANKA",BANKA,SHAMBHUGANJ
32366,"UTKRAMIT MADHYAMIK SCHOOL DHAYHARNA MAHGAMA, BANKA",BANKA,SHAMBHUGANJ
32367,"UTKRAMIT MADHYAMIK SCHOOL MORAMA BANGAON, BANKA",BANKA,SHAMBHUGANJ
32368,"UTKRAMIT MADHYAM1K SCHOOL S1LJORI, BANKA",BANKA,SHAMBHUGANJ
32369,"UTKRAMIT MADHYAMIK SCHOOL BASBERWA, BANKA",BANKA,SHAMBHUGANJ
32370,"UTKRAMIT MADHYAMIK SCHOOL VARSABAD, BANKA",BANKA,SHAMBHUGANJ
32371,"UTKRAMIT MADHYAMIK SCHOOL TAPPADIH, BANKA",BANKA,SHAMBHUGANJ
32501,"BALIKA UCHCHA VIDYALAYA KHESAR, BANKA",BANKA,SHAMBHUGANJ
32502,"SHRI BISHNUDEO KAPRI HIGH SCHOOL KHAJURI, BANKA",BANKA,SHAMBHUGANJ
32503,KANYA UCHHA VIDYALAYA DUMRAMA BANKA,BANKA,SHAMBHUGANJ
32504,"B D B H T G H/S DARPA DAMODARPUR, BANKA",BANKA,SHAMBHUGANJ
32505,"S B M HIGH SCHOOL BAMDEO BAZAR, BANKA",BANKA,SHAMBHUGANJ
32506,"GIRL'S HIGH SCHOOL RANYODHA, BANKA",BANKA,SHAMBHUGANJ
32507,"GULABI MAHAT HIGH SCHOOL BALIA MAHARA KHAJUA, BANKA",BANKA,SHAMBHUGANJ
32508,"SRI G P JHA GIRL'S HIGH SCHOOL SINGHNAN, BANKA",BANKA,SHAMBHUGANJ
32509,"GURU DUKH MOCHAN JANARDAN MANDAL H/S TELIA, BANKA",BANKA,SHAMBHUGANJ
32510,"CHANDRA SHEKHAR SINGH ADIWASI H/S SAHU POKHAR, BANKA",BANKA,SHAMBHUGANJ
32511,"P N S HIGH SCHOOL TELIA LOUGAIN, BANKA",BANKA,SHAMBHUGANJ
32512,"ABADH BIHARI PANDIT HIGH SCHOOL JILEBIA MORE, BANKA",BANKA,SHAMBHUGANJ
32513,"HARIJAN ADIWASI HIGH SCHOOL GORA, BANKA",BANKA,SHAMBHUGANJ
32514,"HIGH SCHOOL SIKANDARPUR SHYAMBAZAR BOUSHI, BANKA",BANKA,SHAMBHUGANJ
32701,"C S SARASWATI VIDYA MANDIR JAGATPUR, BANKA",BANKA,SHAMBHUGANJ
32702,"N.D.S. SARASWATI VIDYAMANDIR PUNASIA, BANKA",BANKA,SHAMBHUGANJ
41001,ZILA SCHOOL SAHARSA,SAHARSA,NAUHATTA
41002,GOVT GIRLS HIGH SCHOOL SAHARSA,SAHARSA,NAUHATTA
41003,MANOHAR HIGH SCHOOL SAHARSA,SAHARSA,NAUHATTA
41004,A N S S HIGH SCHOOL SAHARSA,SAHARSA,NAUHATTA
41005,"MANOHAR HIGH SCHOOL BAIJNATHPUR, SAHARSA",SAHARSA,NAUHATTA
41006,"G S HIGH SCHOOL SCURBAZAR, SAHARSA",SAHARSA,NAUHATTA
41007,"HIGH SCHOOL SCURBAZAR, SAHARSA",SAHARSA,NAUHATTA
41008,"S HARIBALLABH INST SONBARSA, SAHARSA",SAHARSA,NAUHATTA
41009,"S C H/S CHANDISTHAN BIRATPUR, SAHARSA",SAHARSA,NAUHATTA
