School Code,School Name,District Name,Block Name
62069,"SRI JAGDISH HIGH SCHOOL DHAKAJARI, MADHUBANI",MADHUBANI,MADHWAPUR
62070,"SARYUG ANANT HIGH SCHOOL JAFRA, MADHUBANI",MADHUBANI,MADHWAPUR
62071,"PALTU LORIK HIGH SCHOOL TISIYAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62072,"N M HIGH SCHOOL GANGAUR, MADHUBANI",MADHUBANI,MADHWAPUR
62073,"HIGH SCHOOL SONAI, MADHUBANI",MADHUBANI,MADHWAPUR
62074,"HIGH SCHOOL NAHAS KHANGRAITHA, MADHUBANI",MADHUBANI,MADHWAPUR
62075,"B J J HIGH SCHOOL ARER, MADHUBANI",MADHUBANI,MADHWAPUR
62076,"V HIGH SCHOOL BISFI, MADHUBANI",MADHUBANI,MADHWAPUR
62077,"M S C HIGH SCHOOL LOHA, MADHUBANI",MADHUBANI,MADHWAPUR
62078,"SARVODAY HIGH SCHOOL BAINGRA, MADHUBANI",MADHUBANI,MADHWAPUR
62079,"S J HIGH SCHOOL BANESHWARSTHAN, MADHUBANI",MADHUBANI,MADHWAPUR
62080,"HIGH SCHOOL EKTARA, MADHUBANI",MADHUBANI,MADHWAPUR
62081,"S M HIGH SCHOOL BASAITH, MADHUBANI",MADHUBANI,MADHWAPUR
62082,"SARVODAY HIGH SCHOOL SHAHPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62083,"DIN DAYAL HIGH SCHOOL UMGAON, MADHUBANI",MADHUBANI,MADHWAPUR
62084,"S L J HIGH SCHOOL MADHWAPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62085,"PROJECT GIRLS HIGH SCHOOL UMGAON, MADHUBANI",MADHUBANI,MADHWAPUR
62086,"PROJECT KASTURBA GIRLS H S MADHWAPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62087,"PROJECT GIRLS HIGH SCHOOL BENIPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62088,"DR R M L HIGH SCHOOL LOMA, MADHUBANI",MADHUBANI,MADHWAPUR
62089,"HIGH SCHOOL JAYNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62090,"J R GIRLS HIGH SCHOOL JAYNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62091,"KABIR HIGH SCHOOL SELRA, MADHUBANI",MADHUBANI,MADHWAPUR
62092,"P R HIGH SCHOOL KORAHIA, MADHUBANI",MADHUBANI,MADHWAPUR
62093,"I S HIGH SCHOOL BASOPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62094,"K S HIGH SCHOOL CHACHARAHA, MADHUBANI",MADHUBANI,MADHWAPUR
62095,"KESHAV HIGH SCHOOL VIRATPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62096,"B K S HIGH SCHOOL JATULIYA, MADHUBANI",MADHUBANI,MADHWAPUR
62097,"HIGH SCHOOL LAUTHWA, MADHUBANI",MADHUBANI,MADHWAPUR
62098,"J C K L HIGH SCHOOL KHAJEDIH, MADHUBANI",MADHUBANI,MADHWAPUR
62099,"J U S R S P HIGH SCHOOL PADMA, MADHUBANI",MADHUBANI,MADHWAPUR
62100,"M S R N G J HIGH SCHOOL GARHA, MADHUBANI",MADHUBANI,MADHWAPUR
62101,"HIGH SCHOOL MAHATHA LADANIA, MADHUBANI",MADHUBANI,MADHWAPUR
62102,"R S S J HIGH SCHOOL CHHAURAHI DALOKHAR, MADHUBANI",MADHUBANI,MADHWAPUR
62103,"M R R P HIGH SCHOOL BHATCHAURA, MADHUBANI",MADHUBANI,MADHWAPUR
62104,"J K JHA PROJECT GIRLS HIGH SCHOOL KHAJEDIH, MADHUBANI",MADHUBANI,MADHWAPUR
62105,"T R B PROJECT GIRLS HIGH SCHOOL MAHINATHPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62106,"S T S Y HIGH SCHOOL MANMOHAN, MADHUBANI",MADHUBANI,MADHWAPUR
62107,"J J R P Y H S KHAIRATOL, MADHUBANI",MADHUBANI,MADHWAPUR
62108,"S K Y HIGH SCHOOL BARAHI PHULPARAS, MADHUBANI",MADHUBANI,MADHWAPUR
62109,"H G J HIGH SCHOOL LALMANIA, MADHUBANI",MADHUBANI,MADHWAPUR
62110,"R T J S HIGH SCHOOL JHITAKI BANGAMA, MADHUBANI",MADHUBANI,MADHWAPUR
62111,"L N J HIGH SCHOOL LAUKAHA, MADHUBANI",MADHUBANI,MADHWAPUR
62112,"HIGH SCHOOL KHUTAUNA, MADHUBANI",MADHUBANI,MADHWAPUR
62113,"P N M H/S CHATURBHUJ PIPRAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62114,"ISHWARI BHAGAT HIGH SCHOOL GOTHPARSAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62115,"HIGH SCHOOL MARAIYA BALUA, MADHUBANI",MADHUBANI,MADHWAPUR
62116,"SURYA PRASAD HIGH SCHOOL LAUKAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62117,"G R J HIGH SCHOOL BOLHAR, MADHUBANI",MADHUBANI,MADHWAPUR
62118,"SARBJANIK HIGH SCHOOL BARUAR, MADHUBANI",MADHUBANI,MADHWAPUR
62119,"SHREE SAGAR SARBJANIK H/S NARAHIA, MADHUBANI",MADHUBANI,MADHWAPUR
62120,"JANTA HIGH SCHOOL BELHA, MADHUBANI",MADHUBANI,MADHWAPUR
62121,"N R S HIGH SCHOOL SARAUTI, MADHUBANI",MADHUBANI,MADHWAPUR
62122,"LALDAS HIGH SCHOOL KHAROWA, MADHUBANI",MADHUBANI,MADHWAPUR
62123,"KISAN HIGH SCHOOL BATHNAHA, MADHUBANI",MADHUBANI,MADHWAPUR
62124,"K S R S Y HIGH SCHOOL KRISHNAPURI, MADHUBANI",MADHUBANI,MADHWAPUR
62125,"HIGH SCHOOL HULASPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62126,"JANKI JANTA HIGH SCHOOL BELMOHAN, MADHUBANI",MADHUBANI,MADHWAPUR
62127,"BHOLA HIGH SCHOOL DEORH, MADHUBANI",MADHUBANI,MADHWAPUR
62129,"ABJ PROJECT GIRLS HIGH SCHOOL GHOGHARDIHA, MADHUBANI",MADHUBANI,MADHWAPUR
62131,"B D S HIGH SCHOOL SISWAR KALAPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62132,"D L HIGH SCHOOL PIPRAUN, MADHUBANI",MADHUBANI,MADHWAPUR
62301,"RAJKIYA UTKRAMIT M S LOHANA, JHANJHARPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62302,"GOVT UTKRAMIT M S SILANATH BARAHI JAINAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62303,"GOVT UTKRAMIT M S KALUAHI LADANIYA LAUKAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62304,"GOVT UTKRAMIT M S SHAHPUR SRIPUR HATI PANDAUL, MADHUBANI",MADHUBANI,MADHWAPUR
62305,"GOVT UTKRAMIT M S GANGADAWAR ANDHRATHARHI, MADHUBANI",MADHUBANI,MADHWAPUR
62306,"M K UTKRAMIT GOVT M S MANGARAUNI RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62307,"GOVT U M S BARHARA MISHRAULIYA BABU BARHI, MADHUBANI",MADHUBANI,MADHWAPUR
62308,"GOVT UTKRAMIT M S BELAUCHA LAKHNAUR, MADHUBANI",MADHUBANI,MADHWAPUR
62309,"GOVT UTKRAMIT M S GANGULI BANIPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62310,"GOVT UTKRAMIT M S KALIKAPUR KALUAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62311,"GOVT UTKRAMIT M S KEWALPATTI PATWARA RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62312,"GOVT UTKRAMIT M S MALIN BELHA KARMAGH KHUTUNA, MADHUBANI",MADHUBANI,MADHWAPUR
62313,"GOVT UTKRAMIT MADHYAMIK SCHOOL SINGHASO BISFI, MADHUBANI",MADHUBANI,MADHWAPUR
62314,"UTKRAMIT M S DHANIYAPATTI RAJAULI JAYNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62315,"NAVUTTKRAMIT M S RUDAPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62316,"NAVUTTKRAMIT M S BHAIRAGHAI, MADHUBANI",MADHUBANI,MADHWAPUR
62317,"NAVUTTKRAMIT M S EKHATHA, MADHUBANI",MADHUBANI,MADHWAPUR
62318,"UTTKRAMIT M S PRASAD, MADHUBANI",MADHUBANI,MADHWAPUR
62319,"UTKRAMIT MADHYAMIK SCHOOL KURSO, MADHUBANI",MADHUBANI,MADHWAPUR
62320,"UPS UTKRAMIT MADHYAMIK SCHOOL BAS0PATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62321,"UTKRAMIT MADHYAMIK SCHOOL MAJHAURA, MADHUBANI",MADHUBANI,MADHWAPUR
62322,"UTKRAMIT MADHYAMIK SCHOOL AMHI, MADHUBANI",MADHUBANI,MADHWAPUR
62323,"UTKRAMIT MADHYAMIK SCHOOL SUJATPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62324,"UTKRAMIT MADHYAMIK SCHOOL TRIMUHAN, MADHUBANI",MADHUBANI,MADHWAPUR
62325,"UTKRAMIT MADHYAMIK SCHOOL BASUKI, MADHUBANI",MADHUBANI,MADHWAPUR
62326,"UTKRAMIT MADHYAMIK SCHOOL GODHAUL, MADHUBANI",MADHUBANI,MADHWAPUR
62327,"UTKRAMIT MADHYAMIK SCHOOL GOBRAURA, MADHUBANI",MADHUBANI,MADHWAPUR
62328,"UTKRAMIT MADHYAMIK SCHOOL NAGWAS, MADHUBANI",MADHUBANI,MADHWAPUR
62329,"UTKRAMIT MADHYAMIK SCHOOL DEEP, LAKHNAUR, MADHUBANI",MADHUBANI,MADHWAPUR
62331,"UTKRAMIT MADHYAMIK SCHOOL BAKUA, MADHEPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62332,"UTKRAMIT MADHYAMIK SCHOOL RAHI, EAST RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62333,"UTKRAMIT MADHYAMIK SCHOOL MARAR, RAHIKA, MADHUBANI",MADHUBANI,MADHWAPUR
62334,"UTKRAMIT M S SUGAOUNA POKHAR SC, RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62335,"UTKRAMIT MADHYAMIK SCHOOL DWALAKH, MADHEPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62336,"UTKRAMIT MADHYAMIK SCHOOL EKHARI, LADNIA, MADHUBANI",MADHUBANI,MADHWAPUR
62337,"UTKRAMIT MADHYAMIK SCHOOL BHARPHORI, LAUKAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62338,"UTKRAMIT MADHYAMIK SCHOOL KAOUAHA, BASOPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62339,"UTKRAMIT MADHYAMIK SCHOOL CHIKNA, GHOGHARDIHA, MADHUBANI",MADHUBANI,MADHWAPUR
62340,"JIBACHH UTKRAMIT M S SIMRA, JHANJHARPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62341,"UTKRAMIT MADHYAMIK SCHOOL KUSMAR, KHAJAULI, MADHUBANI",MADHUBANI,MADHWAPUR
62342,"UP GRADED SECONDARY SCHOOL BHAGWATIPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62343,"UTKRAMIT M S KASMA MARAR, KHAJAULI, MADHUBANI",MADHUBANI,MADHWAPUR
62344,"UTKRAMIT MADHYAMIK SCHOOL SIMARI, RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62345,"UTKRAMIT MADHYAMIK SCHOOL TENGRAHA, MADHEPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62346,"UTKRAMIT M S POKHARAUNI, MADHAWAPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62347,"UTKRAMIT M S MADANPATTI, ANDHARATHADHI, MADHUBANI",MADHUBANI,MADHWAPUR
62348,"UTKRAMIT MADHYAMIK SCHOOL AMOUJA, FULPARAS, MADHUBANI",MADHUBANI,MADHWAPUR
62349,"UTKRAMIT MADHYAMIK SCHOOL BARHARA, RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62350,"UTKRAMIT M S SIRKHARIA, JHANJHARPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62352,"UTKRAMIT M S CHANDAN KASERA, BASOPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62353,"UTKRAMIT MADHYAMIK SCHOOL BHAOUR, PANDAUL, MADHUBANI",MADHUBANI,MADHWAPUR
62354,"UTKRAMIT M S GAOUSNAGAR, BASOPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62355,"UTKRAMIT MADHYAMIK SCHOOL NAHARI, KHUTAUNA, MADHUBANI",MADHUBANI,MADHWAPUR
62356,"UTKRAMIT MADHYAMIK SCHOOL BIHARI, MADHAWAPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62358,"UTKRAMIT MADHYAMIK SCHOOL RAMPUR, HARLAKHI, MADHUBANI",MADHUBANI,MADHWAPUR
62359,"UTKRAMIT M S KEOTNA, GHOGHARDIHA, MADHUBANI",MADHUBANI,MADHWAPUR
62360,"UTKRAMIT M S NARENDRAPUR, LAUKAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62361,"UTKRAMIT M S MAHATHOUR, BASOPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62362,"UTKRAMIT M S GHOARBANKI, BASOPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62363,"UTKRAMIT M S ANDHARWAN, KHUTAUNA, MADHUBANI",MADHUBANI,MADHWAPUR
62364,"UTKRAMIT M S MAHATHOUR KHURD, FULPARAS, MADHUBANI",MADHUBANI,MADHWAPUR
62365,"UTKRAMIT MADHYAMIK SCHOOL AURA, MADHWAPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62366,"UTKRAMIT MADHYAMIK SCHOOL KARIAOUTA, LAUKAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62367,"UTKRAMIT MADHYAMIK SCHOOL PARWALPUR, MADHEPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62368,"UTKRAMIT MADHYAMIK SCHOOL NAVHATHA, PANDAUL, MADHUBANI",MADHUBANI,MADHWAPUR
62369,"UTKRAMIT M S JAHARMOHARA, RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62370,"UTKRAMIT MADHYAMIK SCHOOL SIKTIYAHI, KHUTAUNA, MADHUBANI",MADHUBANI,MADHWAPUR
62371,"UTKRAMIT MADHYAMIK SCHOOL KUWARDH, JAYNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62372,"UTKRAMIT MADHYAMIK SCHOOL KERWA, MADHAWAPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62374,"UTKRAMIT MADHYAMIK SCHOOL IJARA, RAHIKA, MADHUBANI",MADHUBANI,MADHWAPUR
62375,"UTKRAMIT HIGH SCH JARAIL, BENIPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62376,"UTKRAMIT MADHYAMIK SCHOOL KUMARKHAT, LADANIA, MADHUBANI",MADHUBANI,MADHWAPUR
62377,"UTKRAMIT MADHYAMIK SCHOOL KULHARIA, BABUBARHI, MADHUBANI",MADHUBANI,MADHWAPUR
62378,"UTKRAMIT MADHYAMIK SCHOOL NARHI, LAUKAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62379,"UTKRAMIT MADHYAMIK SCHOOL RAGHOPUR, RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62380,"NEW UPGRADE HIGH SCH SIDHAP PARSAHI LADANIA, MADHUBANI",MADHUBANI,MADHWAPUR
62381,"UTKRAMIT MADHYAMIK SCHOOL RASIDPUR, KHAJAULI, MADHUBANI",MADHUBANI,MADHWAPUR
62382,"UTKRAMIT M S BELHI KACHNARWA, LAUKAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62383,"UTKRAMIT MADHYAMIK SCHOOL NIMA, RAHIKA, MADHUBANI",MADHUBANI,MADHWAPUR
62384,"UTKRAMIT M S VIKRAMSHER, BABUBARHI, MADHUBANI",MADHUBANI,MADHWAPUR
62385,"UTKRAMIT MADHYAMIK SCHOOL KURIWAN, LAUKAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62386,"UTKRAMIT MADHYAMIK SCHOOL THRUARI,, MADHUBANI",MADHUBANI,MADHWAPUR
62387,"UTKRAMIT M S BASUARA, GHOGHARDIHA, MADHUBANI",MADHUBANI,MADHWAPUR
62388,"UTKRAMIT M S INRAWA PURAW, KHAJAULI, MADHUBANI",MADHUBANI,MADHWAPUR
62389,"UTKRAMIT M S SIJAULIA GOATH, FULPARAS, MADHUBANI",MADHUBANI,MADHWAPUR
62390,"UTKRAMIT M S BALANSHERPURV, BABUBARHI, MADHUBANI",MADHUBANI,MADHWAPUR
62391,"UTKRAMIT MADHYAMIK SCHOOL BHAWANIPUR, PANDAUL, MADHUBANI",MADHUBANI,MADHWAPUR
62392,"RAMESH CHANDRA MISHRA UTKRAMIT HIGH SCHOOL, KHOJPUR, BABUBARHI, MADHUBANI",MADHUBANI,MADHWAPUR
62393,"UTKRAMIT HIGH SCHOOL, SHIBAUL, BISFI, MADHUBANI",MADHUBANI,MADHWAPUR
62394,"UTKRAMIT HIGH SCHOOL, MALMAL, KALUAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62395,"UTKRAMIT HIGH SCHOOL, BHACHCHHITOLE RAMPUR, RAHIKA, MADHUBANI",MADHUBANI,MADHWAPUR
62396,"NAV UTKRAMIT HIGH SCHOOL, PHULKAHI, PHULPARASH, MADHUBANI",MADHUBANI,MADHWAPUR
62397,"UPGRADED H/S DAHILA, BENIPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62398,"U M S, BHAIRWA, VISFI, MADHUBANI",MADHUBANI,MADHWAPUR
62399,"UTTKARMIT HIGH SCHOOL BASWARIYA, NOORCHAK,BISFI ,MADHUBANI",MADHUBANI,MADHWAPUR
62400,"U M S, MALNGIYA, RAHIKA, MADHUBANI",MADHUBANI,MADHWAPUR
62401,"U M S PARIHARPUR, RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62402,"U M S BHARIYA VISHANPUR, RAJNAGAR, MADHUBANI",MADHUBANI,MADHWAPUR
62403,UTKARMIT +2HIGH SCHOOL PATHRAHI KHUTAUNA DIST -MADHUBANI ,MADHUBANI ,MADHWAPUR
62404,"UTKRAMIT UCHCH VIDYALAY KAUAHA, HARLAKHI",MADHUBANI,MADHWAPUR
62501,"JANTA GIRL'S HIGH SCHOOL TORIYAHI, MADHUBANI",MADHUBANI,MADHWAPUR
62502,"JANTA HIGH SCHOOL,BELHI, MADHUBANI",MADHUBANI,MADHWAPUR
62503,"L.N.K.S HIGH SCHOOL,KAMEPATTI, MADHUBANI",MADHUBANI,MADHWAPUR
62504,"SARVJANIK HIGH SCHOOL,JHANJHPATTI,DOMAN, MADHUBANI",MADHUBANI,MADHWAPUR
62505,"SARASWATI SHAKUNTALA BALIKA H/S SARUATI, MADHUBANI",MADHUBANI,MADHWAPUR
62506,"JANTA GIRL'S HIGH SCHOOL NAZIRPUR, MADHUBANI",MADHUBANI,MADHWAPUR
62507,"A L K SHIBATRI GIRL'S H/S GANDHI NAGAR SIMARI, MADHUBANI",MADHUBANI,MADHWAPUR
62508,"SIYARAM RAMPHAL AMAR H/S SUNDAR PHOCKCHAHA, MADHUBANI",MADHUBANI,MADHWAPUR
62509,"ADARSH MUNSIF BHOLA HIGH SCHOOL DEODHA, MADHUBANI",MADHUBANI,MADHWAPUR
62510,"M P S JANTA GIRL'S H/S , TIRHUTA, MADHUBANI",MADHUBANI,MADHWAPUR
62511,"GIRWAL JANTA HIGH SCHOOL PATHALGADHA, MADHUBANI",MADHUBANI,MADHWAPUR
62512,"PANDIT SUBANSH LAL HIGH SCHOOL,SANKORTHU, MADHUBANI",MADHUBANI,MADHWAPUR
62513,"BISHESHWAR SINGH H/S,BARHGORIYA NAHAR, MADHUBANI",MADHUBANI,MADHWAPUR
62514,"SADHU SHARAN LAL BIHARI HIGH SCHOOL BASUARI, MADHUBANI",MADHUBANI,MADHWAPUR
62701,R D M P H/S THARUAHI JALSAIN MADHUBANI,MADHUBANI,MADHWAPUR
63001,"S K HIGH SCHOOL JITWARPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63002,"HIGH SCHOOL BIRSINGHPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63003,"HIGH SCHOOL DHARAMPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63004,"J HIGH SCHOOL BAZITPUR KARNAIL, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63005,MILLAT ACADEMY SAMASTIPUR,SAMASTIPUR,KALYANPUR
63006,"PROJECT GIRL'S H S KALYANPUR CHOWK, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63007,MODEL INTER SCHOOL SAMASTIPUR,SAMASTIPUR,KALYANPUR
63008,"H N HIGH SCHOOL BARHETA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63009,"P R HIGH SCHOOL KARPOORI GRAM, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63010,"B R AF R HIGH SCHOOL MORWA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63011,"HIGH SCHOOL GANGAPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63012,"S K HIGH SCHOOL HARISHANKARI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63013,"SARVODAY HIGH SCHOOL WAINI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63014,HIGH SCHOOL PUSA SAMASTIPUR,SAMASTIPUR,KALYANPUR
63015,ROKRIT GIRLS HIGH SCHOOL SAMASTIPUR,SAMASTIPUR,KALYANPUR
63016,"KISAN HIGH SCHOOL MORSAND, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63017,"H S HARPUR SINGHIA JAGATSINGHPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63018,G F RLY COLONY H S SAMASTIPUR,SAMASTIPUR,KALYANPUR
63019,S I K S D GIRLS' H S GHOSH LANE SAMASTIPUR,SAMASTIPUR,KALYANPUR
63020,"R HIGH SCHOOL JITWARIA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63021,"HIGH SCHOOL BAGHI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63022,"HIGH SCHOOL WARIS NAGAR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63023,"HIGH SCHOOL SONGAR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63024,"S S HIGH SCHOOL MUKTAPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63025,"M F D S HIGH SCHOOL SORMAR BAGHALA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63026,"HIGH SCHOOL KALYANPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63027,"HIGH SCHOOL TISWARA SURYAPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63028,"S R B HIGH SCHOOL DHRUBGAMA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63029,K D HIGH SCHOOL MALINAGAR SAMASTIPUR,SAMASTIPUR,KALYANPUR
63030,HIGH SCHOOL TAJPUR SAMASTIPUR,SAMASTIPUR,KALYANPUR
63031,R P HIGH SCHOOL KUBAULIRAM SAMASTIPUR,SAMASTIPUR,KALYANPUR
63032,"J HIGH SCHOOL AKHTIYARPUR CHANDAULI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63033,TIRHUT ACADEMY SAMASTIPUR,SAMASTIPUR,KALYANPUR
63034,R S B INTER SCHOOL SAMASTIPUR,SAMASTIPUR,KALYANPUR
63035,GIRL'S HIGH SCHOOL PUSA SAMASTIPUR,SAMASTIPUR,KALYANPUR
63036,"GRAMIN HIGH SCHOOL SINGHIA KHURD, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63037,B T HIGH SCHOOL KISHANPUR SAMASTIPUR,SAMASTIPUR,KALYANPUR
63038,"HIGH SCHOOL HANSOPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63039,"HIGH SCHOOL SIROPATTI KHATUAHA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63040,"R HIGH SCHOOL BHORESHAHPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63041,"K G GIRL'S HIGH SCHOOL WAINI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63042,"M R R HIGH SCHOOL NARGHOGHI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63043,"HIGH SCHOOL SARAIRANJAN, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63044,"HIGH SCHOOL RUPAULI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63045,"HIGH SCHOOL BATHUA BUZURG, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63046,"HARSHIT H S AKHTIARPUR KHAJURI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63047,"PROJECT R J GIRL'S H S GUDHMA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63048,"S D P GIRL'S HIGH SCHOOL GOHI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63049,"H S AHMADPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63050,"HIGH SCHOOL MOHIUDDIN NAGAR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63051,"S S HIGH SCHOOL RASALPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63052,HIGH SCHOOL DHAMOUN SAMASTIPUR,SAMASTIPUR,KALYANPUR
63053,"G D HIGH SCHOOL BINGAMA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63054,"PROJECT GIRLS HIGH SCHOOL CHAKSALEM, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63055,"JIWANI HIGH SCHOOL PATORY BAZAR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63056,"P N S HIGH SCHOOL SULTANPUR WEST, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63057,"B R B HIGH SCHOOL ANDAUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63058,"A N S GIRLS HIGH SCHOOL SULTANPUR, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63059,"R J S T HIGH SCHOOL RASPUR PATASIA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63060,"G B HIGH SCHOOL SHAHPUR PATORY, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63061,"S R J HIGH SCHOOL SHEWRA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63062,"HIGH SCHOOL SULTANPUR EAST, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63063,"V HIGH SCHOOL MOWBAZIDPUR NORTH, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63064,"HIGH SCHOOL BARHAUNA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63065,"R HIGH SCHOOL DALSINGSARAI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63066,"V HIGH SCHOOL MOWBAZIDPUR SOUTH, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63067,"HIGH SCHOOL HASAULI KOTHI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63068,"M A B R J HIGH SCHOOL BAHDURA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63069,"R RAMAGYA HIGH SCHOOL CHAITA, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63070,"C HIGH SCHOOL DALSINGSARAI, SAMASTIPUR",SAMASTIPUR,KALYANPUR
63071,"HIGH SCHOOL BELAMEGH, SAMASTIPUR",SAMASTIPUR,KALYANPUR
